key,distance
next,-0.29155932652689154
meant,-0.25602779717525953
tactics,-0.2701157709780697
it’s,-0.27349617008932287
actions,-0.2480112525624085
protection,-0.3070758393370488
soros,-0.26614029967907227
designed,-0.2622225564313752
guard,-0.2720246054710063
massive,-0.24545467286041575
fire,-0.2959359923913826
well,-0.2898391024733177
democrat,-0.21450719282823613
weak,-0.26058143137088247
hard,-0.3025146159017798
away,-0.29033058027985664
operators,-0.2706639238198094
hold,-0.26607122349998635
tech,-0.22961861782740087
keep,-0.3068052598357916
simple,-0.30558368266089586
help,-0.27590837643131344
fighting,-0.3063321087012816
projection,-0.26898278399920705
exposed,-0.2902416852469651
question,-0.26514833436361784
single,-0.2608326102566805
attempting,-0.30470742774532594
again,-0.28606078865071627
speech,-0.2667661336881716
memes,-0.2813838035762175
save,-0.30207099130950593
decide,-0.23453342472381752
mind,-0.24289852978111054
silent,-0.26373872988672525
talking,-0.26304729232413804
stage,-0.3074636670187742
propaganda,-0.27131251502881903
questions,-0.2759909107633344
done,-0.3030997582541446
witnessed,-0.23177898406638567
honor,-0.25212565105928236
death,-0.27131969847491444
harm,-0.26039793354398844
refer,-0.2661214248107074
your,-0.2537359044267897
night,-0.3027555365529319
disinformation,-0.2462661077210534
operation,-0.2788773360728109
pushed,-0.2916066258621912
unity,-0.2790238201163414
pain,-0.27015132948369014
return,-0.28854125502247674
bring,-0.29793922968547104
symbolism,-0.27996038930817946
dont,-0.28801261139858897
positions,-0.24682779132079008
lord,-0.25990559037691147
didnt,-0.2559938246916589
godspeed,-0.3457031593995084
tell,-0.2921419432663759
opinion,-0.28406067714236166
race,-0.25478754095992057
yours,-0.2705948837992978
hope,-0.27923390378883817
another,-0.27846099440766936
marker,-0.26098800560800195
odds,-0.2961929788553081
serve,-0.28294698851757855
threats,-0.28788748875923037
inside,-0.28530359020407053
leaders,-0.26454192769805485
prepared,-0.2971503286259172
voter,-0.27740982324445446
allowed,-0.2752132628487653
blackmail,-0.25505371611264316
forget,-0.30185760052359356
challenge,-0.3056476103481914
human,-0.2656012169724687
platforms,-0.28748059178307384
able,-0.2698077439752762
voice,-0.2587057744911264
needed,-0.30871016541004204
women,-0.25521689157773153
armor,-0.2363741907717864
infiltration,-0.2571495406458791
beginning,-0.3114892617043726
course,-0.28070111018614435
expect,-0.33316807518426245
destroy,-0.3105881020175434
isis,-0.25023939901854636
forced,-0.26956701367332186
rule,-0.24895889647151836
liberty,-0.23483094465122004
others,-0.3014070323198351
hear,-0.31557961635856974
responsible,-0.2821889060266279
population,-0.24296270218505317
knowledge,-0.35583129530920654
cause,-0.30594435260649994
everywhere,-0.33329335281306033
dead,-0.30849014247615864
specific,-0.29268517455235143
transparency,-0.2933969945255214
size,-0.30154520723451284
pass,-0.2592204126900223
making,-0.2824319141897576
near,-0.2995133072051751
care,-0.30700762080820715
works,-0.2867451484013112
sleep,-0.3297978463559224
vital,-0.30262451623911574
full,-0.3089167860375457
blind,-0.3212973384433653
guards,-0.22862264900135504
word,-0.23969066891859106
darkness,-0.29184303771711706
class,-0.25231261323365617
offline,-0.31507087000274037
godfather,-0.3063580817302866
face,-0.2826787565970773
puppets,-0.2837585745191865
paint,-0.2730798621765462
proofs,-0.2997982766329061
destruction,-0.2987729373300419
answer,-0.28898074606571766
division,-0.2559034919762351
over,-0.3346071947907274
forces,-0.24349231382575273
hostage,-0.27969398596508815
feel,-0.3398672392457212
sometimes,-0.3176601429307125
entire,-0.28959586676062865
silence,-0.28163718805794397
proud,-0.33306067105004206
would,-0.26962388844363183
then,-0.284517813817052
rally,-0.31457961859202815
mass,-0.2881944885758419
fully,-0.2998969323864197
themselves,-0.3192020364743645
truths,-0.2720280153993228
shadow,-0.2645431041326461
allow,-0.2699180790746096
sense,-0.25217055683625483
pure,-0.28752170608365113
failed,-0.3198319800443453
tomorrow,-0.3198871108806362
lives,-0.34074079631521514
knows,-0.29905822482903177
shift,-0.31154203402509273
rest,-0.30574838925849834
hide,-0.3306864352805184
enemies,-0.32289594012016615
wave,-0.32394154317471574
working,-0.2874298666637543
daily,-0.30932964396698553
cant,-0.33418436398217266
attempted,-0.29698466833919385
create,-0.2759283406003182
equal,-0.25205198480439467
tonight,-0.35552170131339694
taxpayer,-0.2809393038112214
shills,-0.28006525071384647
(the,-0.26608946036744435
major,-0.2869572423989566
acts,-0.28852639594033946
organizations,-0.28493195075949285
powerful,-0.31296868404044703
entity,-0.27369000452033726
avoid,-0.33610476653561955
exposure,-0.2887547563920716
promote,-0.24263914471763298
build,-0.27569598082489954
respect,-0.2757230761311726
leverage,-0.2624353791822161
censorship,-0.3328432992717573
things,-0.32747358505075874
scare,-0.3024863055927889
losing,-0.3324137906503143
regain,-0.3147257004919445
accounts,-0.30343784188700357
reach,-0.29095502499864306
enough,-0.2939155727356402
fantasy,-0.2676812601404959
sale,-0.28376580187146366
make,-0.2983284978634447
downfall,-0.3672584908426302
research,-0.29031190230980075
running,-0.3289238774707719
spread,-0.3333522043665788
nobody,-0.29481329079096275
mankind,-0.24838320097242975
storm,-0.31769552550898095
collapse,-0.3408108432259971
brave,-0.2876103107544169
alone,-0.31224590377103845
nature,-0.29448904674695486
attention,-0.29237392036598636
understood,-0.32307755972551655
provides,-0.2664164864514076
censor,-0.30892787869015703
formed,-0.24879528902141174
leaked,-0.3100859928075015
pushing,-0.3529277466658456
label,-0.2947881933693974
firm,-0.2675560106715414
efforts,-0.2610052524634182
2020,-0.3234378800687779
guide,-0.318198910355399
continually,-0.3085772441285455
didn’t,-0.2820974258298167
loss,-0.2945920625991026
presidency,-0.3071960099908672
archive,-0.32538975878526766
begin,-0.30610215411567326
witnessing,-0.31750660647178713
nuclear,-0.30473075936105604
#flagsout,-0.4041217511190557
trusted,-0.29665435334587936
wake,-0.3734705833083378
mean,-0.32194346232158605
moves,-0.3161476349273794
wins,-0.36076587532542864
posts,-0.3372255139953234
influence,-0.3069103014197047
strings,-0.30845486249898035
lines,-0.356261795569396
every,-0.3131352064207866
defeat,-0.3048258187247746
back,-0.3934724627610105
can’t,-0.3630649219106807
citizens,-0.32226535852059923
carried,-0.28597052567937886
sure,-0.34823806536993757
safeguard,-0.3001557732486452
prosecution,-0.32059771285726496
(not,-0.3133993775268736
best,-0.34277464547891756
topic,-0.2762134653600333
unite,-0.371525699869281
gain,-0.31570125119915615
americans,-0.3446316856656157
blue,-0.3232516868942005
difficult,-0.3079110790841909
taking,-0.3178262621659822
wish,-0.3278546920958255
syria,-0.32210820784928546
coverage,-0.34167669363053255
suffer,-0.2564379843825126
rise,-0.33175012007725824
therefore,-0.26323070906226953
wars,-0.29617274825174333
mistake,-0.3626135484641964
heard,-0.30583371385400776
ends,-0.2726363091374911
mainstream,-0.33146206212012086
vigilant,-0.3622884094324417
constant,-0.3043984571879066
ammunition,-0.3215674806426492
billions,-0.3088728002444264
families,-0.29967754871598457
thing,-0.34998053925288536
prepare,-0.33621686571262016
larp,-0.3180194867157438
gave,-0.32892198200721723
benefits,-0.32571855486024776
winning,-0.3251402853180545
abolish,-0.2869691200065938
demonstrate,-0.3200694918961237
ground,-0.2944267209398817
intensify,-0.29372349897723915
weapons,-0.2888144583256006
view,-0.33530005371557775
fall,-0.31911799862150636
system,-0.32158886469144365
other,-0.32196617093276325
traitors,-0.33093263864181605
socalled,-0.3718908775477361
backup,-0.25788681953787174
interference,-0.2752401080956546
schemes,-0.28180157175678866
strategic,-0.352036871450396
cleaning,-0.3190772595515365
attacking,-0.3148764534269372
wash,-0.28577035406665874
stable,-0.26520511006214614
sacrifice,-0.3537743032281385
(page,-0.2903191573990991
movie,-0.3545097671849412
countermoves,-0.3288715692357892
openly,-0.3114065547405173
msdnc,-0.3403072946652409
basis,-0.2830434828074778
divide,-0.3330694810484395
hunted,-0.38686988443891723
jail,-0.2946327655673181
religion,-0.26969695402039345
fought,-0.30881612752992493
with,-0.3033433997379512
runs,-0.34774302217417086
taught,-0.31387675721398545
verify,-0.30703798166196544
instead,-0.3583310341430971
holds,-0.30304772146366504
protecting,-0.3027763514142609
looking,-0.34417730778593236
authorities,-0.2688125899879713
warlocks,-0.3042405562683715
finally,-0.3847437786413285
constitutional,-0.3223857445166872
fiction,-0.2887255170009685
confirm,-0.32307499560455977
died,-0.27903788348247444
wonderful,-0.4484284807354525
battle,-0.34667779600818316
affiliation,-0.29606720286295085
answers,-0.31194507693338386
eagle,-0.3120485864770059
easy,-0.36578028248149047
sword,-0.2872370713498253
words,-0.3562640512754512
accept,-0.34555118560977444
project,-0.3583520690570598
continues,-0.39719121316195066
church,-0.28204241358760174
fellow,-0.3532255538065278
woman,-0.3322928258783147
viewpoint,-0.2505598767819499
mode,-0.3059168029947325
democracy,-0.39934782874138025
careful,-0.34439559954463256
insurgency,-0.3319881451453325
swallow,-0.33273076682609076
resources,-0.3305949222166895
minority,-0.30379365724007407
weekend,-0.40906353793333067
obvious,-0.42738136078491024
immigrants,-0.3087157299464484
stake,-0.36584432215772306
pursuit,-0.2668931804828698
germany,-0.3287369402195969
theory,-0.3449008915850766
spreading,-0.4266134760748306
color,-0.3284746626425436
takes,-0.38230649986341614
clearly,-0.34614035683177846
counter,-0.339018682846418
society,-0.31070087831262555
pride,-0.2764767209302127
feeling,-0.2692453959843576
resolve,-0.31947064512135454
learning,-0.3610504452268069
wizards,-0.30768155377205336
maintain,-0.3680225436291005
trade,-0.3164410799347642
mockingbird,-0.3173977644071048
destructive,-0.2609158590999195
calm,-0.3496226567067478
forever,-0.35700840502614045
signal,-0.40361839941912026
keystone,-0.3185737007049616
maga,-0.326624059545627
standing,-0.31848080253477346
promise,-0.39083690846137503
pull,-0.3673859604327139
ring,-0.38259355936812806
stakes,-0.29221574747258444
politicians,-0.3083936125229047
largest,-0.33659609487196857
short,-0.304493390704056
prayers,-0.3064398583449317
saving,-0.3396085340848734
install,-0.3063828421923881
some,-0.3164379520653214
buckle,-0.41613313502365257
apply,-0.35787870737992616
cease,-0.35459587844599233
shadows,-0.35161697701420497
iron,-0.30642343970072144
spiritual,-0.2945379568181219
defined,-0.31348477779689743
tool,-0.34410631135688724
masters,-0.32459425242697576
break,-0.3401179269957705
prayer,-0.30246684513372174
caucus,-0.36562540402246857
allegiance,-0.3011971573856142
greater,-0.37322402317527975
global,-0.3270466363895716
discredit,-0.34024894894336255
delta,-0.41751052588374
better,-0.37597666895853166
continued,-0.38432543984662726
afraid,-0.41574354807496217
shelter,-0.33714055998820586
situation,-0.35730436494875484
turn,-0.33345756926167336
books,-0.3883836069960915
assured,-0.3529861344747844
truly,-0.3730212836209435
turns,-0.3932977450872157
praying,-0.282314281353527
activity,-0.3205854376148625
ultimate,-0.3632251304880131
wealth,-0.3639459331670426
shill,-0.3110979894681036
agenda,-0.4013614335997174
blood,-0.2958245051927556
craving,-0.26953797407274416
giving,-0.33730812596763116
claim,-0.34711045866919116
priority,-0.3565841798878797
slow,-0.372612390045536
flow,-0.38304295670529803
playbook,-0.37045179213838236
extreme,-0.3246091000510518
riots,-0.375111887072639
leading,-0.3411157202934373
putin,-0.3429708235964201
opposition,-0.36050290537095175
#factsmatter,-0.42156469480081843
handle,-0.42984417720874685
value,-0.3187539706319028
terrorist,-0.32508944038672505
positive,-0.3222230505272355
votebymail,-0.3545648621171057
selling,-0.30679437040821816
stock,-0.34052785521848244
france,-0.36835505664253904
should,-0.38421426715811907
behalf,-0.34256799700714285
attached,-0.42855908078969374
share,-0.3179761929160157
earth,-0.3276205170854153
played,-0.3401186041235304
reality,-0.3861248504384508
falls,-0.32316636038073776
asleep,-0.38224561615003655
consider,-0.3720403155683839
energy,-0.3777405683441448
‘conspiracy’,-0.3451677149239784
deck,-0.38437689713783113
votes,-0.3583277238458338
scared,-0.4089612741078713
violent,-0.3259744972784301
skin,-0.34290832622904427
terrorism,-0.32781138756138173
establish,-0.35860534551869316
returning,-0.3705465501072514
liberal,-0.3502458558856195
feet,-0.2851382904827109
realize,-0.41617106371536083
walk,-0.339068753888492
bias,-0.3776710009240215
gets,-0.3361474671047577
racism,-0.31207300926858944
impressive,-0.4964116256436399
murder,-0.3946587087330188
mighty,-0.2953540304989583
devil’s,-0.27735032409364313
struggle,-0.2918612152485968
righteousness,-0.27718071114392634
shield,-0.2965884753974042
dogma,-0.3132340109059829
arrows,-0.2863780356133109
much,-0.3325926818056008
crisis,-0.36859669564070674
challenges,-0.3427824378563008
seeing,-0.36876591400881414
written,-0.38451153767532315
elections,-0.35416908531755004
suicide,-0.42096049329727153
promises,-0.3203558966513239
actively,-0.31928774103768764
price,-0.38639019179615847
subversion,-0.31359406595103845
co’s,-0.36091463853166783
illusion,-0.358116184534301
chatter,-0.556851187970324
preserve,-0.34204536834627447
coup,-0.29004358566944766
pawns,-0.3764714572082172
little,-0.44994955576721524
religious,-0.3352751383051904
invasion,-0.4051465636212934
cure,-0.395732403235364
tradition,-0.27838203828062674
willfully,-0.35887190597276947
especially,-0.3177907664671126
mental,-0.33514326811197975
heart,-0.34308603093520496
destroyed,-0.4449208381161513
network,-0.34567797272561923
asking,-0.361628108542419
hunters,-0.41078019947510774
drain,-0.3767628643495147
side,-0.40527780897514426
carry,-0.35667699182787177
midnight,-0.4526463010681033
anticipated,-0.35892552841077024
corporations,-0.3045641342806575
showers,-0.362460245110791
waking,-0.4542409897341361
highlight,-0.4255578374566307
trying,-0.4448919853436944
addition,-0.2894183077905221
proven,-0.37946820689877425
borders,-0.3805771578947221
independent,-0.34112813079491
modern,-0.35662993598689163
helping,-0.37957004866500454
pill,-0.4348888479568967
plans,-0.360607187227707
weve,-0.3795742584651338
considered,-0.3884116220037729
issues,-0.3704513631326804
levels,-0.3497049679520243
reasons,-0.36598875958155436
backchannel,-0.3445527292646529
levers,-0.35628438602222734
theres,-0.36403551571766174
extinction,-0.3242326689416597
bait,-0.4340373147582401
feinstein,-0.4246781868572677
boomerang,-0.4311770599287564
politics,-0.36759930613647707
voting,-0.41570071712093415
stands,-0.3416790672922406
bots,-0.40956369449093327
essential,-0.36127818970913306
average,-0.32750579021578746
falling,-0.45261658873655913
territory,-0.29447622781054467
players,-0.3454484991103525
covert,-0.3986191081652962
expend,-0.3744781122254203
sedition,-0.3982509680530662
objective,-0.38288043073573563
eliminated,-0.4026297868296704
grateful,-0.3247542839518272
distraction,-0.4207833254460032
flags,-0.3483740811203808
mistakes,-0.4316856646342969
inform,-0.47742407197911246
systematic,-0.3974557008832003
instill,-0.3741842499152442
seen,-0.44163270696483503
merely,-0.4396781765288937
hollywood,-0.3617290061074356
possibly,-0.376062547280773
growing,-0.41935494806693124
racists,-0.385416523053752
hole,-0.43447627836311287
incorrect,-0.4111071607764531
desperate,-0.39283863525552837
strategy,-0.39643437372822027
loudest…,-0.46374787631740094
constitution,-0.35322026961777353
merkel,-0.3450668479286461
google,-0.337065245882685
flood,-0.3974961653702799
focused,-0.4064483451682866
wellbeing,-0.384217660669284
water,-0.47718019144200874
engine,-0.4284953182531406
justify,-0.37144258677896425
heavy,-0.4398392121687549
always,-0.42819455367532083
literally,-0.38094017626816423
freed,-0.391826504542535
stood,-0.3799831178209028
army,-0.4148057983389693
forgotten,-0.3667454250750399
sold,-0.41097949692861324
interests,-0.32983892271470844
followers,-0.4260735572666822
loud,-0.34949126611727616
providing,-0.3584223032081513
wont,-0.40213079856771666
readiness,-0.28843862657363994
salvation,-0.2842921401794117
helmet,-0.28107726546113315
never,-0.3398962034091823
dissemination,-0.35552663200571066
flaming,-0.2859483785476278
extinguish,-0.2839274814485263
gospel,-0.2848366695275341
fitted,-0.2843223150111389
breastplate,-0.2883415199059676
waist,-0.2843443594589701
buckled,-0.2868447155981755
belt,-0.28024585113982065
realms,-0.28441479110114104
betrays,-0.29919010532214396
advance,-0.3881146266140479
locations,-0.3836279822192123
applied,-0.3902140975587148
hate,-0.3908003635377646
brought,-0.4028376773022094
dedicated,-0.4158843774337888
christmas,-0.4264043888728035
heavenly,-0.2881968777006251
collectively,-0.38631768580306536
growth,-0.4043601319717055
clickbait,-0.36255604551057574
rulers,-0.2743867989876983
useful,-0.34861666045974266
dominance,-0.3023452526641102
slave,-0.3519000059427558
crumb,-0.407472402515334
journalists,-0.42130600418353165
monitoring,-0.3772871018242815
bribes,-0.3430922781170601
flesh,-0.27410887338946255
sentence,-0.37439856407660804
demonstrates,-0.3597127637450005
owned,-0.4289149945992107
enslaved,-0.44175196097569847
begun,-0.35201608731554584
limited,-0.43803460934114935
thanks,-0.3985522117699634
pause,-0.4071171610023492
please,-0.41559216906364826
were,-0.39666405416392614
world),-0.40056746095264184
equate,-0.39106938091180676
liberals,-0.41212249549971397
emotional,-0.4121929464484076
collect,-0.4187451993147286
structure,-0.4066812623453982
swift,-0.48369421426717907
alliance,-0.3751901111505863
carpet,-0.4325999635685772
blame,-0.39193712619897936
crazy,-0.4529405740398683
selfless,-0.3971716589978108
lies,-0.44021193527631647
preserving,-0.3135213669822919
pushes,-0.40898670955145544
dismantled,-0.40184000172860546
keeps,-0.45831034521007014
measures,-0.39010062140358287
(ww),-0.4214085011784784
glory,-0.34636319126003184
digest,-0.38952008339827343
brothers,-0.37562777963296645
#wakeupamerica,-0.5236888392333061
born,-0.35759973883075036
stars,-0.42142965566335966
nazi,-0.43201794671145777
reporting,-0.4168608831614216
approach,-0.4800629802779177
tactic,-0.4411419232984008
appreciate,-0.39611080539124993
ignorance,-0.3714310751718549
hell,-0.3696950000594214
similar,-0.4186918218801145
sample,-0.571487260764864
operate,-0.3376797963641285
presidents,-0.39369196442890525
gone,-0.41818701164883726
americas,-0.42584649775316263
husband,-0.353710864507342
business,-0.39461591119427325
badge,-0.3842244836437399
speak,-0.4391474586270383
aren’t,-0.3841149042833556
results,-0.3718601670090178
confirmations,-0.4534104022097099
collective,-0.35523256303223955
pledge,-0.2984476109904959
hatred,-0.4011594282053438
dishonest,-0.46905592229260584
easily,-0.36220066993361844
bloodstream,-0.3102953482460495
selfevident,-0.3245968583761928
endowed,-0.30414498520314365
creator,-0.30257764022023265
unalienable,-0.29709672617326616
generation,-0.31972785954769495
drive,-0.4227835905763873
trolling,-0.5749813425383792
puzzle,-0.43763401043991695
cheat,-0.42033156706675295
else,-0.4344180631611558
center,-0.4918028529731175
alive,-0.41789841773078307
bombs,-0.4050026140345466
merry,-0.46231290753484766
overthrow,-0.37551287158005026
deserts,-0.32725136452951736
elements,-0.4087546398321472
chicago,-0.36831783539467183
everyone,-0.33424182928009427
desired,-0.32876949218764057
000+,-0.45966660637136053
credibility,-0.405146189654814
basic,-0.43030812586455025
moment,-0.4250294603150316
idea,-0.43862460638177
echo,-0.4054192426451077
hands,-0.4380987879377829
socials,-0.34096297615487375
worse,-0.45996913283048824
glorify,-0.4519640774027421
deeper,-0.4045173100978402
hence,-0.4138621306762907
insider,-0.3643066323450096
backchannels,-0.4020447083061569
himself,-0.4463072768320819
remained,-0.3699958656333361
forgive,-0.39856239154230866
prevents,-0.3520951519306792
claimed,-0.37665646059872426
perhaps,-0.3676500260568358
address,-0.44981000398078475
forthcoming,-0.4933473778964429
lesson,-0.38440531239803594
scream,-0.41181976042718854
increasing,-0.4190008927286459
distinction,-0.35241738626558256
eual,-0.37154225753741577
restrict,-0.42906558169059383
remaining,-0.427241367897082
waiting,-0.43070279549637325
returned,-0.3540415078408714
statements),-0.3211070404925748
market,-0.3793795368210522
shut,-0.42130940382834897
prey,-0.44477932319675056
broke,-0.4112816170754235
falsehoods,-0.3670061681432944
pose,-0.3343186798439029
revelation,-0.33382292351075904
taxpayers,-0.43219276117782435
empiricism,-0.3139749391937941
philosophical,-0.3186556494330486
loudest,-0.40008403307214907
voices,-0.3950428581345306
launch,-0.3686811659595731
served,-0.40795365648520937
reclaim,-0.3670490123396148
dare,-0.39207609757581574
sleeping,-0.47948053790937056
predictable,-0.4244722156022068
danger,-0.4228645433181501
removing,-0.4853575470281435
takeover,-0.3864142361430699
harms,-0.4470628606981471
forth,-0.41164642913791644
streets,-0.4282751179909253
sacrificed,-0.4368783174399426
won’t,-0.4475136963671443
rare,-0.5221254149587241
resistance,-0.5388280605321433
core,-0.5172806861593193
hours,-0.4217892277033957
stories,-0.4614618855311139
backed,-0.43630369104211564
international,-0.4158284435875437
voters,-0.4028686530328022
distribute,-0.43535761835366776
shining,-0.467517498027884
entrenched,-0.4642751181218073
forming,-0.40628271012850586
through,-0.4046614281904456
aggressively,-0.44125890278023494
grip,-0.39237249482171555
(for,-0.47481583493032026
cost,-0.46066184917333564
guidance,-0.42626747512698515
wait,-0.4362564422576272
unstable,-0.4159809324107929
pope,-0.4144857861220405
/cm/,-0.5781561094548585
operated,-0.3423071082378311
ideology,-0.389073410823022
creation,-0.3937612304118967
comply,-0.44183590794183697
forum,-0.4209705407541592
victory,-0.421513913863993
weakened,-0.4041803114826991
method,-0.48043720849884386
blindly,-0.3735074444656362
bounce,-0.4165251319134851
cycle,-0.38010031870865424
wrote,-0.42599112272975387
rain,-0.4888981021363482
associated,-0.4521851456794765
armed,-0.40403827388220337
vehicles,-0.43104514042315084
debate,-0.44541612296907346
expanding,-0.45251315128387126
amounts,-0.38647623361776534
costs,-0.4250762512787859
gravity,-0.4036279194628283
expressed,-0.4251853085315106
importance,-0.4433098496058226
corrected,-0.5506974515050395
talks,-0.42770977689890627
county,-0.445077037893107
uestion,-0.44208838232489234
actual,-0.42771435596735446
chosen,-0.39486585633587284
self,-0.444353043169137
patriotism,-0.40120645350761036
dopey,-0.46913099837511313
celebrate,-0.4578255153262783
economic,-0.4129192127156095
corp,-0.3508886594426256
roger,-0.6232581084562128
sacrifices,-0.3977387201734042
organically,-0.4729560828563411
devotion,-0.3349092847455712
defends,-0.38802913456330296
loves,-0.408662182329911
phase,-0.4571660947840914
tuned,-0.4768490932343799
jobs,-0.48958885689407056
revolution,-0.4574024986477742
grew,-0.47154568940761943
hidden,-0.48328335865434835
threatened,-0.47654254720067113
favor,-0.398064977290658
small,-0.47725173999115467
pawn,-0.46899671916486196
deadly,-0.4866927936608321
masks,-0.542009842551237
transparent,-0.3385909314058238
‘nondogmatic’,-0.34920354161122585
beliefs),-0.3483368868078058
deception,-0.43850604293354745
trend,-0.4187349405478969
biased,-0.4271334217094206
checkmark,-0.38316416218990024
