key,distance
collective),-0.3452920263667666
item,-0.4536696238283331
4year,-0.457310015041634
restoring,-0.3368444625883831
(narrative),-0.4268468527699495
meme,-0.40666434382549166
reagan,-0.5528818811418219
(‘groupthink’,-0.341370209191831
‘free,-0.342579273402071
normally,-0.44674929523989787
assembly,-0.37662959374762933
riders,-0.5205663465034611
governors,-0.4145669962935397
oath,-0.5016429292277357
insurgent,-0.36184536065807893
insurgents,-0.3374575872484289
tyranny,-0.37847465576604084
region,-0.33706306726971275
nullify,-0.34307286879321947
seize,-0.34186372497006456
believing,-0.4146788062410557
unpunished,-0.3910524843159205
marches,-0.3318845208705345
thought’,-0.33963776002562923
populations,-0.3433246017699547
institutions/organizations,-0.35062850050214056
overof,-0.3485122248664651
intellectual,-0.41814098741664335
‘mainstream’,-0.3557475952906034
psyche,-0.3397451785824549
prone,-0.3365804347684156
ronald,-0.4360994994858519
failing,-0.4241280279932887
second,-0.4319763844018111
independence,-0.4521619309311383
courage,-0.41056240171947206
feelings,-0.4031680915500964
blitz,-0.3488634960871222
werent,-0.42386772990551735
gives,-0.36680696770958415
heat,-0.49206856169984614
refute,-0.4358078915465877
ball,-0.5028711318207992
blackout,-0.4315691802051305
pool,-0.4636747453812243
traffic,-0.4631766040192981
music,-0.5991533630929626
embarrassment,-0.3979785682931311
rats,-0.43512884158651616
deceive,-0.41339850874740686
ours,-0.38379280483351014
mindset,-0.4527284136839916
bands,-0.394865609852175
creates,-0.4914829573614042
suppression,-0.42292089392376375
trigger,-0.45170449068659657
media),-0.417924026239554
chamber,-0.41720931108813963
culture,-0.36377287737582065
psychological,-0.4049432189215763
source(s),-0.4959977273311144
symbols,-0.3399401910497673
ones,-0.397347297629712
arrival,-0.6240848723477913
stranglehold,-0.440515596522014
unaware,-0.47101921409183084
ruling,-0.4580886140658822
heaven,-0.4188012572622755
allowing,-0.42998073587242713
destroying,-0.4092447068609559
shape,-0.3941679356331261
swallowed,-0.4323679189740599
abused,-0.40916183093567465
scale,-0.4274063628606336
each,-0.48223143434697785
slavery,-0.41483042994532204
hello,-0.5119366124634342
mirror,-0.43011864844409126
000ft,-0.37475964175040843
contacts,-0.4166563598319694
amen,-0.5414497348570594
fame,-0.4095930108154959
ownership,-0.39975688201032455
whats,-0.6542121073609819
enlightenment,-0.4824334509505709
altitude,-0.40308349643664887
bourne,-0.43826987842801945
reached,-0.48510024051692413
sides,-0.4505592176658861
shutdown,-0.3843092629861246
protects,-0.42639442231956154
brainwashed,-0.5021973581332554
topics,-0.37205024362572525
estimated,-0.5111958430464948
machines,-0.4370033472186216
drives,-0.55142634642397
field,-0.475111215407531
summer,-0.603512228058539
emphasis,-0.48794561406819753
portray,-0.47051697162795536
chance,-0.5124689542026787
watergate,-0.5304085655932189
aligned,-0.41899739233930444
hrc’s,-0.40151219511626535
slaves,-0.4832067640278562
poor,-0.5142814672425489
changing,-0.5027547408376463
censored,-0.48228689807456443
equality,-0.45948499452883407
ideals,-0.4503097870335398
surrounds,-0.5481297468938221
conceal,-0.4105952862451818
#walkaway,-0.5999561697576952
precipice,-0.5454441759671254
scattered,-0.39715859771605744
/bo/,-0.5828070928933818
increase,-0.47094292007936633
recited,-0.3632333153239509
(heritage),-0.37328761058898347
serve(d),-0.3686314488428243
hospital,-0.4439520286181767
catholic,-0.402590321584222
bled,-0.37175160676867275
decided,-0.36996323633640155
indivisible,-0.3802419268291705
rightfully,-0.4025066668325718
disregarded,-0.48290402726139753
deeply,-0.5652998650289527
valerie,-0.4192087191583677
(neg,-0.41616805477637964
referenced,-0.4792111611336488
supporters,-0.4186595886248913
rigging,-0.457596176753476
distinguish,-0.460213012196554
triangle,-0.43086865492239423
desires,-0.4217592679790219
such,-0.4194859976796263
intent,-0.45606442376084627
securing,-0.4056589072292548
opponent,-0.408653434371235
checkers,-0.5708785856086008
truewhy,-0.42151129336688686
affiliates,-0.4526359101504872
soldier,-0.4747283903802557
adequate,-0.4483031960909434
fascism,-0.4393438072744974
aims,-0.4068478985590334
(projection)suppression,-0.42058986036919804
(fascism)censorship,-0.4388078268712225
opinions,-0.4437287223778003
excuse,-0.43703150296569676
contain,-0.4752649982878633
law(s),-0.4453987104493269
combination,-0.4804413504309198
competitive,-0.4191462204587728
discernment,-0.5631900779485075
directions,-0.49359241113252544
lights,-0.5934258596701326
communication,-0.499488789309011
incite,-0.4711626450062452
waves,-0.439996939871212
whoever,-0.45275172363317695
racist,-0.4737588083830347
design),-0.40813300779008993
participate,-0.5234219628025556
living,-0.4336164133872703
threaten,-0.4537215729569231
online,-0.5391683468026605
…………,-0.5119452722410036
crowd,-0.5554101100442606
legislation,-0.4174610905902439
angry,-0.397996118190088
‘news’,-0.4000251835108284
‘public’,-0.5174846936546907
advocating,-0.43787120285089354
applying,-0.5629827463782445
solved,-0.44127765913104305
dying,-0.5195081000682455
facts),-0.4245957229262233
asset,-0.5628357519516443
drafted,-0.4382812513024522
(publicly),-0.4847183959053759
discern,-0.450113981223294
smoke,-0.5877413134689254
structural,-0.48441348771450166
trustworthy,-0.41067210980224683
believed,-0.5196360238308252
antinarrative,-0.4995852650589914
biblical,-0.7087197794185935
barrage,-0.4711245198765446
prep,-0.6298261453188891
accepting,-0.4898440654128187
dominate,-0.4441895349348035
prevail,-0.6310179983112301
opens,-0.4598541870797151
cast,-0.467717432732822
beloved,-0.4015950721262667
target(s),-0.5115233058653279
extent,-0.4017184231777625
thousand,-0.4258265223607353
1%99%,-0.3651898577020531
deteriorate,-0.4809927413110833
govern,-0.40034053389147534
fathers,-0.42632446918718586
sisters,-0.4034149488937615
beautiful,-0.5116734803248907
untrustworthy,-0.5266179135667745
battles,-0.4228162399383639
wisdom,-0.4850107206602838
operational,-0.6462257794521243
childrens,-0.3606848803632546
2/3rd,-0.41670295166844734
views,-0.6610704289664873
insulate,-0.39089697439474536
battleground,-0.4774063482813037
schools,-0.49441925802971687
hostile,-0.4172886807822058
policies,-0.47267539529915437
achieve,-0.4274360956891453
selected,-0.5524652610486068
isolate,-0.4887762773011614
negative,-0.5385608551226091
volume,-0.449575860593685
table,-0.4856243885294158
validate,-0.5060702437405811
twit,-0.5427001511526252
legitimacy,-0.4182390710987858
easier,-0.490473390797724
continues…,-0.6118685761560422
fool,-0.4376636820324467
treasonous,-0.4814504564260149
infiltrated,-0.4153982453407331
#winning,-0.8751657304981246
uncover,-0.45583799882300924
trips,-0.5180895677384556
bringing,-0.5427184309353871
complicit,-0.4655006233006041
accepted,-0.496250892254525
lexington,-0.41128200877144266
crop,-0.7255532362933512
uniform,-0.43140529457177285
retweet,-0.4733419519294766
base,-0.48881129632970693
signify,-0.5513787930427426
stages,-0.4785052770535805
succeed,-0.5885893641394977
thoughts,-0.5376646585884536
weaken,-0.45565660023350435
regulated,-0.4736949125932053
hunter,-0.41998624983438
conversation,-0.4926907640807637
(they),-0.49099115176060865
shock,-0.578100220162351
temptation,-0.42997072810704917
give,-0.3991457332856308
magnitude,-0.5122830048304209
steel,-0.5465700989167789
pulling,-0.6121401207026688
organize,-0.5029609318414963
gold,-0.5478785195816184
politically,-0.4469123742818952
analyzed,-0.44538992365891655
thread,-0.4990010621212262
wrong,-0.46399272302928013
part,-0.5956693602797674
event(s),-0.5408352662566329
misspellings,-0.7411038708117502
obey,-0.5470692203209401
youtube,-0.41853689866311355
telegraph,-0.5716414459289819
on……,-0.3941705783319511
isolated,-0.45160750097817914
safeguards,-0.49805396468283203
fireworks,-0.4937280035295181
infiltrate,-0.5523818057083628
validated,-0.43383443104127295
safely,-0.40295727641925144
terrified,-0.5737770198688824
restore,-0.4731887485918801
star,-0.4870731908128348
posting,-0.5485608474814558
entered,-0.673529128635867
their,-0.5952505821248525
complex,-0.6659077263476718
listened,-0.526818588585808
resolved,-1.0026726814273772
edits,-0.5208700747216212
accountable,-0.5353914460343644
contract,-0.5071143481367263
controllers,-0.39582055826291296
patient,-0.3722521097218572
sotu,-0.5015284391356029
stronger,-0.632274861350816
heel,-0.480869949275696
depend,-0.5506697831756177
payments,-0.4319317528819185
apart,-0.4000114577061726
reroutes,-0.46314319522206493
must,-0.4825666891531022
belongs,-0.6407620864818929
appreciative,-0.6365726550296708
insiders,-0.5454764555411961
wide,-0.40817243580747664
projects,-0.502780787238661
capabilities,-0.47167462292629664
awards,-0.5476172471298446
(all,-0.42933649885398417
(you),-0.5194027328831498
concord,-0.4059450009700137
behavior,-0.5624414785136294
(freedom,-0.4587213595783115
control),-0.4993693932293318
morning,-0.5486046726696402
colluded,-0.4190140770947071
weather,-0.6127181548721087
bolton,-0.47992024025804725
french,-0.4239565611249692
resort,-0.4910089625423448
2015,-0.6162736492156975
people),-0.5295611563481837
guardian,-0.6064188276217234
saints,-0.39170696421669343
ephesians,-0.4132052952911476
buys,-0.4143218646883144
saying,-0.5312845927443413
shine,-0.47615008309075635
soldiers,-0.5447140271762022
shocked,-0.45455879395359394
swing,-0.4652426671526704
economy,-0.4242405094009549
symbol,-0.4569518055060828
guard;,-0.3915057891302943
faith;,-0.41112631245609277
courageous;,-0.4251914546378793
(jfk,-0.441616195601245
progressive,-0.50050607138935
witch,-0.4725835969498205
dealing,-0.49152280088299605
trouble,-0.547480269702475
steal,-0.5387378831886308
emphasize,-0.430881912461053
labeled,-0.48122147690668216
deserve,-0.45860266138685546
journalism,-0.5075511551827298
advantage,-0.4416623434850958
certainly,-0.6198338964044743
reporter,-0.5746125575467752
union,-0.4690719177333866
‘legally’,-0.5681375292654859
unfold,-0.43554698657338753
rapidly,-0.5360366961455403
grow,-0.5206085384410062
appointments,-0.5068938510032736
advanced,-0.5113831820520489
‘they’,-0.582004539811559
reject,-0.5333067073814809
luck,-0.5711418036976537
none,-0.547366608060304
suffering,-0.46257506882909416
surface,-0.47855343060455086
birth,-0.4674648331041792
action(s),-0.404177308685536
hiding,-0.4918543496898943
password,-0.47424170292575185
busy,-0.7514540155033833
laugh,-0.5260662740887053
jason,-0.4416731035094818
pedo,-0.5418650447329562
famous,-0.519479993523661
profiteering,-0.49529905644488126
gained,-0.4472371602260962
patriotswhat,-0.515155553832858
freely,-0.4684638876281695
decrease,-0.44533402847015247
unrest,-0.4707956197440888
repeated,-0.4399380883966356
tend,-0.42816219726643173
endure,-0.4386498197667063
buying,-0.4869986383438714
tragic,-0.5289624886311206
(ongoing),-0.42678993489247313
expense,-0.4551647456189414
autists/anons,-0.5018420078361862
dedicate,-0.4768937737852495
